Port_ID,ROI,PnL,Sharpe_Ratio,MDD,Win_Rate,Win_Positions,Total_Positions,Score
4021243448368889856,0.022033842587877533,1498.1937578999998,1.0,0.022986775859873246,0.471600436387548,0.7915658486000692,0.994234887168506,0.5013329366393784
3826087012661391104,1.0,532.65697373,0.341292913414422,0.000605771352606117,0.7267932489451477,0.021776702385067404,0.01548344589029814,0.497947076252393
3986814617275053313,0.08559926503745856,16337.46188064,0.4627207723424531,0.00011162910094449225,0.9745889052500252,0.9609402004839267,0.5830999835282491,0.4419300009653833
4022641794255717633,0.16453413492338878,2176.83382376,0.38306067076143313,0.005436091274653477,0.5422642104772502,0.9104735568613895,0.9945643221874485,0.41588160938891555
3944088772635000577,0.07243461365781986,7581.491983399999,0.37814357953928907,0.004555417182880707,0.5700500381915147,0.958866228828206,0.9963762147916323,0.3963869456363031
3891020560590657281,0.15610097312975005,2856.30056379,0.835850434892624,0.0,0.8068616781359012,0.09782232976149326,0.06967550650634162,0.39357193600924967
3768170840939476993,0.725084437159445,243.66889897,0.37044083006008455,0.0,0.5339705502454146,0.002073971655720705,0.0,0.3904385183652389
3939925275039085824,0.06813561838428009,2378.8786707,0.4502952158969197,0.0036845829644005087,0.4514609308080327,0.7424818527480125,0.9741393510130126,0.37165883289394125
3907081197088384000,0.10400662083066976,18015.997370259996,0.3501990517100141,0.09657428901286659,0.7649662705151455,0.8779813342550985,0.6791302915499917,0.369892994531912
3887577207880438784,0.03245584137737522,2417.51403674,0.29600677668087755,0.027069653240441784,0.5957816866677627,1.0,0.994234887168506,0.36711525765235853
3999240873283311617,0.059077187298811284,42574.473678790004,0.3687324052358153,0.014097531486955639,0.6518959349229365,0.817836156239198,0.7425465326964257,0.36090941033320895
4011626972687000576,0.037603139651717715,5483.14982082,0.36240877050831183,0.053109032635041874,0.4785396575900397,0.8040096785343933,0.9952231922253335,0.34296556371006354
3931992636670880512,0.06129355499971841,10374.96528998,0.2881401649583519,0.07737968596239861,0.5004319041142976,0.8399585205668856,0.994234887168506,0.33343129693770757
3956076827719377409,0.09858728654523981,16790.01223802,0.29375271233506905,0.029761387717247824,0.6423736624632655,0.6978914621500173,0.642727721956844,0.32748005428406557
3886752488982104320,0.08784846346801936,7195.178324640001,0.4178259373783669,0.0017906086954126987,0.928712590325425,0.3218112685793294,0.20342612419700215,0.3222835294723619
3999845462424248576,0.08570758489170616,5843.152606810001,0.45593910240862995,0.015267056335798954,0.5418561912827942,0.4987901832008296,0.5442266512930325,0.3222237519443149
3784403294629753856,0.04259121887091999,2521.81430468,0.3677004702914295,0.012713999914170502,0.3766625319444652,0.6322156930521949,0.994234887168506,0.32130412106503914
3943533600390906881,0.1008984950961469,2361.4245720499994,0.43775355632005514,0.0015138927695749396,0.6828185092014512,0.3332181126857933,0.2874320540273431,0.30389295210647416
4029749871687083265,0.27151488243628324,3662.13654822,0.4439052718394508,0.0,0.5341784827026752,0.12685793294158312,0.13869214297479823,0.2991125626877871
4017110277719148289,0.05321867291108165,2899.93302141,0.6512038599530531,0.0,0.7070165618990212,0.049429657794676805,0.03920276725415912,0.2936822936513245
4039129759104249600,0.2708629473524073,1264.28919972,0.4909556253759482,0.0,0.5527063590259554,0.020394054614586935,0.01960138362707956,0.29090328822776923
3977078013600312321,0.030098190994600302,4622.351437599999,0.3526059264401146,0.035311111245318584,0.40670295795894273,0.5661942620117525,0.824246417394169,0.2901682282937786
4037121179310444801,0.025598939328950437,7237.92173826,0.5945380027420027,0.05615938257221321,0.6030463643732958,0.26685101970273073,0.260418382474057,0.28826620084341636
3977234346014419201,0.3468805167030865,2427.2928308600003,0.42566679199238233,0.0,0.49537026950478225,0.011406844106463879,0.011365508153516718,0.287063628660737
4041860229502600193,0.12339914719554648,2327.33599982,0.6923914663037127,0.0,0.4880967916332656,0.013135153819564467,0.013671553286114314,0.28601280019014985
3949214983441029120,0.042023551479620856,1317.5775589599998,0.2840090190084048,0.006146603012889561,0.4606920310248334,0.5789837538886968,0.7438642727721957,0.2837686069132238
4030635536196756737,0.03745016302306434,2581.61417484,0.5003924121131417,0.0022113915574925253,0.6537769256353569,0.2347044590390598,0.2108384121232087,0.2785116995852366
3975304792994095360,0.046103745633252737,2536.0810463,0.4271738290907795,0.004306297945925974,0.5314883245538171,0.35948842032492223,0.39927524295832645,0.2753629363848829
3993222640082269952,0.03429694338201984,1884.46844302,0.32401264982631145,0.014723815284496343,0.5787708004927623,0.49567922571724854,0.5061769066051721,0.27534871572044095
3988187872032603905,0.04373574217971709,2599.7616706199997,0.2678935154574118,0.05595792786943018,0.4069851902945991,0.5914275838230211,0.8604842694778455,0.27514147981865855
4000222729738650369,0.07336976788950425,1803.62013328,0.4486003906241659,0.007118705268032668,0.6983978073669149,0.18562046318700312,0.15549332894086643,0.2716083372871104
3878631538480067329,0.04830384719947906,3921.2330411600005,0.30458989248138213,0.04873182575527358,0.6271763666762518,0.48911164880746627,0.4607148739911053,0.2699513694104294
3946087913459823360,0.010625316959058525,-40.667241669999996,0.17132614576279437,0.02125371504684183,0.39517623302194205,0.6671275492568268,1.0,0.2677575783980218
4023697881318718465,0.28260298020725283,3151.95061998,0.6593027467956852,0.0,0.10679411004908292,0.002073971655720705,0.009224180530390381,0.2667555124870707
4037785885739608577,0.23635260895156743,1934.5792352600001,0.5830619235718956,0.0,0.28940923523800033,0.020394054614586935,0.039532202273101634,0.266075274552913
4034786679304751616,0.2647069126980472,2521.07586938,0.39766298888380813,0.0,0.4774129218705109,0.04251641894227445,0.05056827540767583,0.2597482287459379
4017323550554338817,0.1733976210623027,3134.7351025000003,0.38034663586177814,0.0,0.6241086981767506,0.09436571033529209,0.08746499752923735,0.2589053207971009
4037717032428033792,0.23646418218435433,1897.3229995000002,0.4749757990124159,0.0,0.40089902510539016,0.03525751814725199,0.049909405369790806,0.2583347505259231
4017263283405469185,0.024376276792656488,7141.36641939,0.24666991482397718,0.22440821240986947,0.41888003825863435,0.7030763912893191,0.994234887168506,0.256661852846395
3956048468100538880,0.10524551977885875,1373.56489,0.3574113875256969,0.0,0.8899509170756911,0.0069132388524023505,0.0023060451325975953,0.2553410687749355
3788465932399412480,0.08278317344838419,13960.966456670001,0.2610931801868309,0.08305441880301274,0.5557771025308795,0.4732111994469409,0.5032119914346895,0.2545062477884154
3960874214179953664,0.03397663691401081,19567.47128569,0.3380815925737041,0.10469559662830806,0.642506596844859,0.4262011752506049,0.3915335200131774,0.25192372894507475
3976088733682659585,0.04714478124134685,5901.15009982,0.3085568046957116,0.05036640856009754,0.5428257832511428,0.42378154165226406,0.461209026519519,0.25113227813916217
4034359562055356161,0.03166531875752628,5284.65441593,0.5395103882644543,0.07776501872393561,0.6097110538263245,0.13515381956446595,0.12930324493493658,0.24672655347247327
3987739404272887297,0.06015600269506765,12464.6063154,0.27482829170924034,0.15871440480560337,0.2844018352188663,0.4773591427583823,0.994234887168506,0.2448306710502285
3996598927198996481,0.10158725418777943,3509.04461888,0.27053709823152655,0.007530411492874359,0.45885481331373473,0.33874870376771515,0.43600724757041676,0.242908185646514
4035430878731345664,0.16956562590294588,2493.75041995,0.3908903658015778,0.0,0.6019668000894,0.014863463532665053,0.01235381321034426,0.24160902690898914
4039279455324236544,0.09776816933409686,1038.8074192600002,0.3879869488981677,0.0,0.689643921672722,0.06256481161424127,0.05155658046450338,0.24118591548355378
3944658614777849089,0.1836105709266462,2074.4499799600003,0.40429263324858306,0.0,0.5537472372915411,0.0069132388524023505,0.00510624279360896,0.2404203633484719
4029422834086627072,0.12006676656156749,2799.9025498399997,0.5144038661093747,0.0,0.4641704783179094,0.013135153819564467,0.014495140833470598,0.23700959770880384
3865845304835489536,0.07257441212859382,1406.06618669,0.3589658236752688,0.0036864391362529136,0.6370918469859311,0.155893536121673,0.14297479822105089,0.2362271022123068
4029506971304830209,0.2617110337426784,2413.6540000200002,0.5839226636325426,5.958857764518311e-05,0.07188065099457505,0.0010369858278603526,0.006259265359907758,0.2359937810833732
3951723256343550465,0.03132321642227428,5260.022863890001,0.28293399620426973,0.050292546349995616,0.43916637944466214,0.4199792602834428,0.5654752100148246,0.23449235865427664
3942630767220672256,0.05929371714088434,6611.89848042,0.2152623636673978,0.28511163622402763,0.47715983764802894,0.6577946768060836,0.8161752594300774,0.2335523480851297
3994879592543698688,0.08209901747971105,3658.7650624,0.33416261563804106,0.008223866815939448,0.6887920267841565,0.12478396128586243,0.1052544885521331,0.23284823479165873
3910983669796782848,0.07313589417759124,6761.648048249999,0.44566879714253244,0.009453694737855201,0.5334143309222422,0.0947113722779122,0.10311316092900676,0.23126183155036767
3983074113875692800,0.23499355114349169,2424.8295199599997,0.39157807652182697,0.0,0.40565204592287313,0.004839267196681645,0.004776807774666447,0.23020199885907003
4023616625178799873,0.07979483484291736,2087.7711930100004,0.39809398062556717,0.00014475548740687763,0.5107263666797134,0.11717939854821983,0.13391533520013177,0.2251514228885778
4031673021422897664,0.05467124375899464,1984.7171999900002,0.5727529025975502,0.003024174955440894,0.3917338534551513,0.02488765986864846,0.03541426453632021,0.2237750342447673
3733192481840423936,0.03541635382458219,2923.97719988,0.232415149376823,0.12855532006460604,1.0,0.19115105426892498,0.11118431889309834,0.2232511667948615
4037179073830813185,0.07388481974924543,2331.43490998,0.47132059803034704,0.0,0.5290941068641779,0.010715520221223643,0.009718333058804152,0.22140309678998984
3966142151544441601,0.039683527077783366,4883.80077594,0.23307749745840123,0.07786346630762121,0.6629489440245002,0.3553404770134808,0.3159281831658705,0.22117094684802122
4004713168329653760,0.27478273875368475,1667.19861,0.49050714176017984,0.0,0.09229120621525684,0.000691323885240235,0.0021413276231263384,0.21918855314927557
4023697433751327232,0.2727678482668139,2408.2239999800004,0.47499637295011055,0.0,0.11866012227675879,0.00138264777048047,0.004612090265195191,0.21897793986265318
